1  	 {"last_name": "Baumgartner", "updated_at": "2014-10-02 05:13:11", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/baumgartner.aspx"}], "full_name": "Michael Baumgartner", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "6", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000003", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Economic Development, Trade & Innovation", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000008", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Higher Education & Workforce Development", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "member", "type": "committee member"}]}, "id": "WAL000001", "first_name": "Michael", "middle_name": "", "district": "6", "chamber": "upper", "state": "wa", "votesmart_id": "126301", "party": "Republican", "email": "Michael.Baumgartner@leg.wa.gov", "all_ids": ["WAL000001"], "leg_id": "WAL000001", "active": true, "transparencydata_id": "210d2111fdd44ca6902aecf8865dd155", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/baumgartner.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "6", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "vice chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000062", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Higher Education", "position": "assistant ranking minority member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000049", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Trade & Economic Development", "position": "assistant ranking minority member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/baumgartner.aspx", "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "office_phone": "(360) 786-7610", "offices": [{"fax": null, "name": "Olympia Office", "phone": "360-786-7610", "address": "202 Irv Newhouse Building\nPO Box 40406\nOlympia, WA 98504-0406", "type": "capitol", "email": null}, {"fax": null, "name": "District Office", "phone": "509-329-3740", "address": "901 N Monroe, Ste #222\nSpokane , WA 99201", "type": "district", "email": null}], "suffixes": ""} 	 Michael Baumgartner 	 WAL000001 	 6 	 wa 	 126301 	 upper 
2  	 {"last_name": "Baxter", "updated_at": "2012-07-12 17:23:48", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/baxter.aspx"}], "full_name": "Jeff Baxter", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": "2011-11-08 00:00:00", "district": "4", "level": "state", "country": "us", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000009", "level": "state", "country": "us", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Human Services & Corrections", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000010", "level": "state", "country": "us", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Judiciary", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000015", "level": "state", "country": "us", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "type": "committee member"}]}, "id": "WAL000002", "first_name": "Jeff", "middle_name": "", "state": "wa", "votesmart_id": "128752", "email": "Jeff.Baxter@leg.wa.gov", "all_ids": ["WAL000002"], "leg_id": "WAL000002", "active": false, "transparencydata_id": "023e34da50ec4a8582634b6fbedd7699", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/baxter.jpg", "roles": [], "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "office_phone": "(360) 786-7606", "offices": [], "suffixes": ""} 	 Jeff Baxter 	 WAL000002 	 0 	 wa 	 128752 	 null 
3  	 {"last_name": "Becker", "updated_at": "2014-10-02 05:13:12", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/becker.aspx"}], "full_name": "Randi Becker", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "2", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000037", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Agriculture, Water & Rural Economic Development", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000007", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Health & Long-Term Care", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000008", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Higher Education & Workforce Development", "position": "member", "type": "committee member"}]}, "id": "WAL000003", "first_name": "Randi", "middle_name": "", "district": "2", "office_phone": "(360) 786-7602", "state": "wa", "votesmart_id": "108265", "party": "Republican", "email": "Randi.Becker@leg.wa.gov", "all_ids": ["WAL000003"], "leg_id": "WAL000003", "active": true, "transparencydata_id": "ea82612522c1463ca377e9b64cf57306", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/becker.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "2", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000062", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Higher Education", "position": "vice chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000045", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Health Care", "position": "chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000066", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "assistant ranking minority member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/becker.aspx", "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "chamber": "upper", "offices": [{"fax": null, "name": "Olympia Office", "phone": "360-786-7602", "address": "110 Irv Newhouse Building\nPO Box 40402\nOlympia, WA 98504-0402", "type": "capitol", "email": null}], "suffixes": ""} 	 Randi Becker 	 WAL000003 	 2 	 wa 	 108265 	 upper 
4  	 {"last_name": "Benton", "updated_at": "2014-10-02 05:13:12", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/benton.aspx"}], "full_name": "Don Benton", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "17", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000005", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Financial Institutions, Housing & Insurance", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000006", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Government Operations, Tribal Relations & Elections", "position": "member", "type": "committee member"}]}, "id": "WAL000004", "first_name": "Don", "middle_name": "", "district": "17", "chamber": "upper", "state": "wa", "votesmart_id": "3177", "party": "Republican", "email": "Don.Benton@leg.wa.gov", "all_ids": ["WAL000004"], "leg_id": "WAL000004", "active": true, "transparencydata_id": "3233e42aae814ba386f163b3120b76d2", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/benton.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "17", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000065", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Financial Institutions, Housing & Insurance", "position": "ranking minority member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000061", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Governmental Operations", "position": "vice chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000066", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/benton.aspx", "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "office_phone": "(360) 786-7632", "offices": [{"fax": null, "name": "Olympia Office", "phone": "Fax: (360) 786-7819", "address": "409 Legislative Building\nPO Box 40417\nOlympia, WA 98504-0417\n(360) 786-7632", "type": "capitol", "email": null}], "suffixes": ""} 	 Don Benton 	 WAL000004 	 17 	 wa 	 3177 	 upper 
5  	 {"last_name": "Brown", "updated_at": "2013-01-10 00:22:37", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/brown.aspx"}], "full_name": "Lisa Brown", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "3", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000013", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "member", "type": "committee member"}]}, "id": "WAL000005", "first_name": "Lisa", "middle_name": "", "state": "wa", "votesmart_id": "3180", "email": "Lisa.Brown@leg.wa.gov", "all_ids": ["WAL000005"], "leg_id": "WAL000005", "active": false, "transparencydata_id": "f51e112367174315bcc03411828c9853", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/brown.jpg", "roles": [], "url": "http://www.leg.wa.gov/senate/senators/Pages/brown.aspx", "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "office_phone": "(360) 786-7604", "offices": [{"fax": null, "name": "Olympia Office", "phone": "Fax: (360) 786-1999", "address": "307 Legislative Building\nPO Box 40403\nOlympia, WA 98504-0403\n(360) 786-7604", "type": "capitol", "email": null}, {"fax": null, "name": "District Office", "phone": "(509) 456-2760", "address": "25 W Main Ave Ste 239\nSpokane, WA 99201", "type": "district", "email": null}], "suffixes": ""} 	 Lisa Brown 	 WAL000005 	 0 	 wa 	 3180 	 null 
6  	 {"last_name": "Carrell", "updated_at": "2014-10-02 05:11:51", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/carrell.aspx"}], "full_name": "Mike Carrell", "old_roles": {"2013-2014": [{"term": "2013-2014", "end_date": "2013-05-29 00:00:00", "district": "28", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}], "2011-2012": [{"term": "2011-2012", "end_date": null, "district": "28", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000007", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Health & Long-Term Care", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000009", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Human Services & Corrections", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000010", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Judiciary", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000013", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}]}, "id": "WAL000006", "first_name": "Mike", "middle_name": "", "state": "wa", "votesmart_id": "3170", "email": "Michael.Carrell@leg.wa.gov", "all_ids": ["WAL000006"], "leg_id": "WAL000006", "active": false, "transparencydata_id": "3f8e4a542b7d4c6b94495addf341b1cd", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/carrell.jpg", "roles": [{"term": "2013-2014", "committee_id": "WAC000009", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Human Services & Corrections", "position": "chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000063", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Law & Justice", "position": "vice chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000066", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/carrell.aspx", "country": "us", "created_at": "2011-02-25 17:48:47", "level": "state", "office_phone": "(360) 786-7654", "offices": [{"fax": null, "name": "Olympia Office", "phone": "Fax: (360) 786-7819", "address": "102 Irv Newhouse Building\nPO Box 40428\nOlympia, WA 98504-0428\n(360) 786-7654", "type": "capitol", "email": null}], "suffixes": ""} 	 Mike Carrell 	 WAL000006 	 0 	 wa 	 3170 	 null 
7  	 {"last_name": "Chase", "updated_at": "2014-10-02 05:13:13", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/chase.aspx"}], "full_name": "Maralyn Chase", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "32", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000003", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Economic Development, Trade & Innovation", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000039", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Environment", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000006", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Government Operations, Tribal Relations & Elections", "position": "member", "type": "committee member"}]}, "id": "WAL000007", "first_name": "Maralyn", "middle_name": "", "district": "32", "chamber": "upper", "state": "wa", "votesmart_id": "51683", "party": "Democratic", "email": "Maralyn.Chase@leg.wa.gov", "all_ids": ["WAL000007"], "leg_id": "WAL000007", "active": true, "transparencydata_id": "83b15d164087426185d8cb5414064241", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/chase.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "32", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000049", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Trade & Economic Development", "position": "ranking minority member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000066", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000042", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Energy, Environment & Telecommunications", "position": "member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/chase.aspx", "country": "us", "created_at": "2011-02-25 17:48:48", "level": "state", "office_phone": "(360) 786-7662", "offices": [{"fax": null, "name": "Olympia Office", "phone": "360-786-7662", "address": "218 John A. Cherberg Building\nPO Box 40432\nOlympia, WA 98504-0432", "type": "capitol", "email": null}, {"fax": null, "name": "District Office", "phone": "206-366-2604", "address": "18560 1st Ave NE\nSte E-124\nShoreline, WA 98155", "type": "district", "email": null}], "suffixes": ""} 	 Maralyn Chase 	 WAL000007 	 32 	 wa 	 51683 	 upper 
8  	 {"last_name": "Conway", "updated_at": "2014-10-02 05:13:12", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/conway.aspx"}], "full_name": "Steve Conway", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "29", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000007", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Health & Long-Term Care", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000011", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Labor, Commerce & Consumer Protection", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000013", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "member", "type": "committee member"}]}, "id": "WAL000008", "first_name": "Steve", "middle_name": "", "district": "29", "office_phone": "(360) 786-7656", "state": "wa", "votesmart_id": "3073", "party": "Democratic", "email": "Steve.Conway@leg.wa.gov", "all_ids": ["WAL000008"], "leg_id": "WAL000008", "active": true, "transparencydata_id": "c80a6c73aaa149bdbeacae77c55875eb", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/conway.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "29", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000015", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Ways & Means", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000041", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Commerce & Labor", "position": "ranking minority member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000061", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Governmental Operations", "position": "assistant ranking minority member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/conway.aspx", "country": "us", "created_at": "2011-02-25 17:48:48", "level": "state", "chamber": "upper", "offices": [{"fax": null, "name": "Olympia Office", "phone": "360-786-7656", "address": "212 John A. Cherberg Building\nPO Box 40429\nOlympia, WA 98504-0429", "type": "capitol", "email": null}], "suffixes": ""} 	 Steve Conway 	 WAL000008 	 29 	 wa 	 3073 	 upper 
9  	 {"last_name": "Delvin", "updated_at": "2013-02-06 15:13:17", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/delvin.aspx"}], "full_name": "Jerome Delvin", "old_roles": {"2013-2014": [{"term": "2013-2014", "end_date": "2013-02-01 00:00:00", "district": "8", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}], "2011-2012": [{"term": "2011-2012", "end_date": null, "district": "8", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000037", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Agriculture, Water & Rural Economic Development", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000038", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Energy, Natural Resources & Marine Waters", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "member", "type": "committee member"}]}, "id": "WAL000009", "first_name": "Jerome", "middle_name": "", "state": "wa", "votesmart_id": "3190", "email": "Jerome.Delvin@leg.wa.gov", "all_ids": ["WAL000009"], "leg_id": "WAL000009", "active": false, "transparencydata_id": "2b3886b644d24cb19463e850937c54dd", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/delvin.jpg", "roles": [], "url": "http://www.leg.wa.gov/senate/senators/Pages/delvin.aspx", "country": "us", "created_at": "2011-02-25 17:48:48", "level": "state", "office_phone": "(360) 786-7614", "offices": [{"fax": null, "name": "Olympia Office", "phone": "Fax: (360) 786-1999", "address": "201 Irv Newhouse Building\nPO Box 40408\nOlympia, WA 98504-0408\n(360) 786-7614", "type": "capitol", "email": null}], "suffixes": ""} 	 Jerome Delvin 	 WAL000009 	 0 	 wa 	 3190 	 null 
10  	 {"last_name": "Eide", "updated_at": "2014-10-02 05:13:12", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/eide.aspx"}], "full_name": "Tracey Eide", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "30", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000002", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Early Learning & K-12 Education", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000013", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "member", "type": "committee member"}]}, "id": "WAL000010", "first_name": "Tracey", "middle_name": "", "district": "30", "office_phone": "(360) 786-7658", "state": "wa", "votesmart_id": "26151", "party": "Democratic", "email": "Tracey.Eide@leg.wa.gov", "all_ids": ["WAL000010"], "leg_id": "WAL000010", "active": true, "transparencydata_id": "1ec06170d24347d4899db09a62106be9", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/eide.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "30", "chamber": "upper", "state": "wa", "party": "Democratic", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "chair", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000037", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Agriculture, Water & Rural Economic Development", "position": "assistant ranking minority member", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/eide.aspx", "country": "us", "created_at": "2011-02-25 17:48:48", "level": "state", "chamber": "upper", "offices": [{"fax": null, "name": "Olympia Office", "phone": "Fax: (360) 786-1999", "address": "235 John A. Cherberg Building\nPO Box 40430\nOlympia, WA 98504-0430\n(360) 786-7658", "type": "capitol", "email": null}], "suffixes": ""} 	 Tracey Eide 	 WAL000010 	 30 	 wa 	 26151 	 upper 
11  	 {"last_name": "Ericksen", "updated_at": "2014-10-02 05:13:13", "sources": [{"url": "http://www.leg.wa.gov/senate/senators/Pages/ericksen.aspx"}], "full_name": "Doug Ericksen", "old_roles": {"2011-2012": [{"term": "2011-2012", "end_date": null, "district": "42", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2011-2012", "committee_id": "WAC000003", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Economic Development, Trade & Innovation", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000039", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Environment", "position": "member", "type": "committee member"}, {"term": "2011-2012", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "member", "type": "committee member"}]}, "id": "WAL000011", "first_name": "Doug", "middle_name": "", "district": "42", "chamber": "upper", "state": "wa", "votesmart_id": "26187", "party": "Republican", "email": "Doug.Ericksen@leg.wa.gov", "all_ids": ["WAL000011"], "leg_id": "WAL000011", "active": true, "transparencydata_id": "138b386b5ef44661a9b298ad7cd7016f", "photo_url": "http://www.leg.wa.gov/senate/senators/publishingimages/ericksen.jpg", "roles": [{"term": "2013-2014", "end_date": null, "district": "42", "chamber": "upper", "state": "wa", "party": "Republican", "type": "member", "start_date": null}, {"term": "2013-2014", "committee_id": "WAC000014", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Transportation", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000066", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Rules", "position": "member", "type": "committee member"}, {"term": "2013-2014", "committee_id": "WAC000042", "chamber": "upper", "state": "wa", "subcommittee": null, "committee": "Energy, Environment & Telecommunications", "position": "chair", "type": "committee member"}], "url": "http://www.leg.wa.gov/senate/senators/Pages/ericksen.aspx", "country": "us", "created_at": "2011-02-25 17:48:48", "level": "state", "office_phone": "(360) 786-7682", "offices": [{"fax": null, "name": "Olympia Office", "phone": "360-786-7682", "address": "414 Legislative Building\nPO Box 40442\nOlympia, WA 98504-0442", "type": "capitol", "email": null}], "suffixes": ""} 	 Doug Ericksen 	 WAL000011 	 42 	 wa 	 26187 	 upper 
